full_name,age,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,salary
Elliott Anderson,20,2022/2023,Midfielder,Newcastle United,135,77,58,Scotland,11,5,6,0,0,0,0,0,0,0,0,3,2,1,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0,2.67,34,12,0,0,0.0,-1,-1,-1,13,2340000
Emerson Aparecido Leite de Souza Junior,24,2022/2023,Defender,Tottenham Hotspur,1379,797,582,Brazil,20,11,9,2,1,1,1,1,0,0,0,7,4,3,19,8,11,3,1,0.2,0.07,0.13,0.11,0.15,690,1.24,73,69,345,1379,0.26,125,149,71,7,2340000
Emerson Palmieri dos Santos,28,2022/2023,Defender,West Ham United,629,262,367,Italy,12,6,6,1,1,0,0,0,0,0,0,3,2,1,9,3,6,1,0,0.14,0.0,0.14,0.34,0.0,629,1.29,70,52,629,0,0.14,117,215,84,11,6240000
Emil Krafth,28,2022/2023,Defender,Newcastle United,0,0,0,Sweden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,3000000
Emile Smith Rowe,22,2022/2023,Midfielder,Arsenal,56,23,33,England,6,3,3,0,0,0,0,0,0,0,0,3,1,2,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.61,56,9,0,0,0.0,-1,-1,-1,20,1040000
Emiliano Buendía,26,2022/2023,Midfielder,Aston Villa,1382,669,713,Argentina,24,12,12,4,2,2,0,0,0,0,0,6,2,4,28,13,15,0,0,0.26,0.0,0.26,0.27,0.25,346,1.82,49,58,0,0,0.0,58,272,-1,2,3900000
Emmanuel Bonaventure Dennis,25,2022/2023,Forward,Nottingham Forest,403,178,225,Nigeria,11,5,6,1,1,0,1,1,0,0,0,0,0,0,13,5,8,2,0,0.45,0.22,0.22,0.51,0.0,403,2.9,31,37,202,403,0.45,75,51,-1,6,3900000
Eric Dier,29,2022/2023,Defender,Tottenham Hotspur,2095,1080,1015,England,24,12,12,2,2,0,1,1,0,0,0,9,5,4,30,13,17,3,0,0.13,0.04,0.09,0.17,0.0,1048,1.29,70,87,698,2095,0.13,155,188,83,8,3755200
Erling Haaland,22,2022/2023,Forward,Manchester City,1940,890,1050,Norway,24,12,12,27,18,9,4,4,0,4,0,7,4,3,20,9,11,3,0,1.44,0.19,1.25,1.82,0.77,72,0.93,97,81,647,485,0.14,1,64,-1,1,19500000
Ethan Pinnock,29,2022/2023,Defender,Brentford,1350,720,630,Jamaica,15,8,7,0,0,0,0,0,0,0,0,6,4,2,16,5,11,0,0,0.0,0.0,0.0,0.0,0.0,0,1.07,84,90,0,0,0.0,245,235,45,10,780000
Evan Ferguson,18,2022/2023,Forward,Brighton & Hove Albion,304,169,135,Republic of Ireland,7,3,4,3,1,2,2,1,1,0,0,1,1,0,2,1,1,1,0,1.48,0.59,0.89,0.53,1.33,101,0.59,152,43,304,152,0.3,2,4,-1,5,1500000
Fabian Schär,31,2022/2023,Defender,Newcastle United,1965,1072,893,Switzerland,22,12,10,1,1,0,0,0,0,0,0,12,7,5,12,8,4,4,0,0.05,0.0,0.05,0.08,0.0,1965,0.55,164,89,491,0,0.18,181,275,3,9,2080000
Fabinho,29,2022/2023,Midfielder,Liverpool,1542,804,738,Brazil,22,11,11,0,0,0,0,0,0,0,0,9,6,3,17,7,10,5,0,0.0,0.0,0.0,0.0,0.0,0,0.99,91,70,308,0,0.29,321,319,-1,23,9360000
Fabio Carvalho,20,2022/2023,Midfielder,Liverpool,334,197,137,Portugal,11,7,4,2,2,0,0,0,0,0,0,4,3,1,3,2,1,0,0,0.54,0.0,0.54,0.91,0.0,167,0.81,111,30,0,0,0.0,15,320,-1,6,2080000
Fabio Daniel Ferreira Vieira,22,2022/2023,Midfielder,Arsenal,301,73,228,Portugal,15,7,8,1,0,1,2,0,2,0,0,6,2,4,1,0,1,0,0,0.9,0.6,0.3,0.0,0.39,301,0.3,301,20,0,151,0.0,47,3,-1,13,2360000
Finley Stevens,19,2022/2023,Defender,Brentford,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,280000
Flynn Downes,24,2022/2023,Midfielder,West Ham United,378,145,233,England,11,6,5,0,0,0,0,0,0,0,0,2,2,0,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.71,126,34,0,0,0.0,202,250,-1,18,1300000
Frederico Rodrigues Santos,29,2022/2023,Midfielder,Manchester United,902,650,252,Brazil,21,12,9,2,2,0,1,1,0,0,0,10,6,4,13,7,6,5,0,0.3,0.1,0.2,0.28,0.0,451,1.3,69,43,180,902,0.5,82,123,-1,8,6240000
Gabriel Jesus,25,2022/2023,Forward,Arsenal,1226,521,705,Brazil,14,6,8,5,4,1,5,4,1,0,0,7,1,6,11,7,4,4,0,0.73,0.37,0.37,0.69,0.13,245,0.81,111,88,307,245,0.29,36,15,-1,5,13780000
Gabriel Teodoro Martinelli Silva,21,2022/2023,Forward,Arsenal,2015,1001,1014,Brazil,25,12,13,11,7,4,2,2,0,0,0,11,3,8,18,12,6,3,0,0.58,0.09,0.49,0.63,0.36,183,0.8,112,81,672,1008,0.13,18,141,-1,1,8580000
Georginio Rutter,20,2022/2023,Forward,Leeds United,109,47,62,France,5,2,3,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,2.48,36,22,0,0,0.0,-1,-1,-1,16,3336667
Gianluca Scamacca,24,2022/2023,Forward,West Ham United,930,507,423,Italy,16,8,8,3,2,1,0,0,0,0,0,3,2,1,12,8,4,3,0,0.29,0.0,0.29,0.36,0.21,310,1.16,78,58,310,0,0.29,50,222,-1,5,4680000
Giulian Biancone,22,2022/2023,Defender,Nottingham Forest,16,0,16,France,2,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,5.63,16,8,0,0,0.0,-1,-1,-1,23,1040000
Gnaly Maxwell Cornet,26,2022/2023,Forward,West Ham United,88,50,38,Ivory Coast,5,2,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.02,88,18,0,0,0.0,-1,-1,-1,17,3380000
Gonçalo Guedes,26,2022/2023,Forward,Wolverhampton Wanderers,709,393,316,Portugal,13,6,7,1,1,0,1,1,0,0,0,3,2,1,12,7,5,1,0,0.25,0.13,0.13,0.23,0.0,709,1.52,59,55,709,709,0.13,129,104,-1,6,4680000
Granit Xhaka,30,2022/2023,Midfielder,Arsenal,2114,1031,1083,Switzerland,25,12,13,3,2,1,5,3,2,0,0,11,3,8,23,14,9,3,0,0.34,0.21,0.13,0.17,0.08,705,0.98,92,85,705,423,0.13,128,57,-1,7,5200000
Gustavo Henrique Furtado Scarpa,29,2022/2023,Midfielder,Nottingham Forest,160,55,105,Brazil,4,1,3,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0.56,160,40,160,0,0.56,-1,-1,-1,12,1820000
Hakim Ziyech,29,2022/2023,Midfielder,Chelsea,569,222,347,Morocco,13,4,9,0,0,0,1,1,0,0,0,4,3,1,5,1,4,1,0,0.16,0.16,0.0,0.0,0.0,0,0.79,114,44,569,569,0.16,344,81,-1,25,5200000
Hamed Junior Traorè,22,2022/2023,Midfielder,AFC Bournemouth,308,166,142,Ivory Coast,4,2,2,0,0,0,0,0,0,0,0,1,0,1,5,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.46,62,77,0,0,0.0,207,202,-1,13,2340000
Harrison Reed,28,2022/2023,Midfielder,Fulham,1961,900,1061,England,24,12,12,2,1,1,1,0,1,0,0,8,3,5,26,15,11,5,0,0.14,0.05,0.09,0.1,0.08,981,1.19,75,82,392,1961,0.23,150,165,-1,7,624000
Harry Kane,29,2022/2023,Forward,Tottenham Hotspur,2238,1158,1080,England,25,13,12,18,9,9,2,2,0,2,1,9,5,4,33,14,19,4,0,0.8,0.08,0.72,0.7,0.75,124,1.33,68,90,560,1119,0.16,4,144,-1,1,10400000
Harry Maguire,29,2022/2023,Defender,Manchester United,476,296,180,England,9,7,2,0,0,0,0,0,0,0,0,4,3,1,6,2,4,3,0,0.0,0.0,0.0,0.0,0.0,0,1.13,79,53,159,0,0.57,349,349,55,26,8464286
Harry Toffolo,27,2022/2023,Defender,Nottingham Forest,635,281,354,England,12,4,8,0,0,0,0,0,0,0,0,3,1,2,11,3,8,0,0,0.0,0.0,0.0,0.0,0.0,0,1.56,58,53,0,0,0.0,283,283,123,31,780000
Harry Wilson,25,2022/2023,Midfielder,Fulham,414,152,262,Wales,16,8,8,0,0,0,0,0,0,0,0,7,3,4,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0,0.65,138,26,414,0,0.22,224,231,-1,16,1710000
Harvey Elliott,19,2022/2023,Midfielder,Liverpool,1298,738,560,England,23,11,12,1,1,0,1,1,0,0,0,8,5,3,14,6,8,1,0,0.14,0.07,0.07,0.12,0.0,1298,0.97,93,56,1298,1298,0.07,173,150,-1,10,780000
Harvey Lewis Barnes,25,2022/2023,Midfielder,Leicester City,1882,947,935,England,22,11,11,8,4,4,1,0,1,0,0,6,3,3,32,11,21,1,0,0.43,0.05,0.38,0.38,0.39,235,1.53,59,86,1882,1882,0.05,34,178,-1,2,2080000
Harvey Vale,19,2022/2023,Midfielder,Chelsea,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,260000
Harvey White,21,2022/2023,Midfielder,Tottenham Hotspur,4,0,4,England,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,0.0,-1,-1,-1,15,6240000
Heung-Min Son,30,2022/2023,Forward,Tottenham Hotspur,1768,758,1010,South Korea,23,11,12,5,4,1,3,1,2,0,0,9,5,4,27,8,19,1,0,0.41,0.15,0.25,0.47,0.09,354,1.37,65,77,1768,589,0.05,60,90,-1,2,9984000
Ibrahima Diallo,23,2022/2023,Midfielder,Southampton,747,331,416,France,15,5,10,0,0,0,0,0,0,0,0,2,0,2,16,5,11,3,0,0.0,0.0,0.0,0.0,0.0,0,1.93,47,50,249,0,0.36,363,369,-1,23,2860000
Ibrahima Konaté,23,2022/2023,Defender,Liverpool,471,180,291,France,6,2,4,0,0,0,0,0,0,0,0,2,2,0,8,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,1.53,59,79,0,0,0.0,203,228,121,14,3640000
Idrissa Gana Gueye,33,2022/2023,Midfielder,Everton,1545,825,720,Senegal,20,11,9,0,0,0,1,0,1,0,0,6,5,1,25,12,13,3,0,0.06,0.06,0.0,0.0,0.0,0,1.46,62,77,515,1545,0.17,262,156,-1,13,4160000
İlkay Gündoğan,32,2022/2023,Midfielder,Manchester City,1579,703,876,Germany,22,10,12,3,2,1,3,2,1,0,0,7,3,4,14,6,8,0,0,0.34,0.17,0.17,0.26,0.1,526,0.8,113,72,0,526,0.0,99,71,-1,7,7280000
Issa Diop,26,2022/2023,Defender,Fulham,1324,765,559,France,17,9,8,1,1,0,0,0,0,0,0,7,3,4,12,7,5,2,0,0.07,0.0,0.07,0.12,0.0,1324,0.82,110,78,662,0,0.14,172,230,20,9,3640000
Ivan Perišić,34,2022/2023,Midfielder,Tottenham Hotspur,1435,653,782,Croatia,24,12,12,0,0,0,5,2,3,0,0,8,4,4,23,9,14,4,0,0.31,0.31,0.0,0.0,0.0,0,1.44,62,60,359,287,0.25,291,20,-1,25,9270000
Ivan Toney,26,2022/2023,Forward,Brentford,1882,982,900,England,21,11,10,14,7,7,3,2,1,4,0,8,5,3,25,10,15,8,0,0.81,0.14,0.67,0.64,0.7,134,1.2,75,90,235,627,0.38,6,93,-1,1,1092000
Jack Colback,33,2022/2023,Midfielder,Nottingham Forest,422,191,231,England,10,6,4,0,0,0,0,0,0,0,0,4,3,1,9,2,7,0,0,0.0,0.0,0.0,0.0,0.0,0,1.92,47,42,0,0,0.0,286,286,-1,27,520000
Jack Grealish,27,2022/2023,Midfielder,Manchester City,1350,628,722,England,19,9,10,3,0,3,4,0,4,0,0,7,3,4,12,7,5,1,0,0.47,0.27,0.2,0.0,0.37,450,0.8,113,71,1350,338,0.07,84,32,-1,8,15600000
Jack Harrison,26,2022/2023,Midfielder,Leeds United,1587,833,754,England,22,11,11,1,1,0,5,4,1,0,0,5,4,1,21,8,13,2,0,0.34,0.28,0.06,0.11,0.0,1587,1.19,76,72,794,317,0.11,174,27,-1,11,780000
Jack Stacey,26,2022/2023,Defender,AFC Bournemouth,292,18,274,England,9,1,8,0,0,0,0,0,0,0,0,0,0,0,10,0,10,2,0,0.0,0.0,0.0,0.0,0.0,0,3.08,29,32,146,0,0.62,269,266,167,22,1560000
Jack Stephens,29,2022/2023,Defender,AFC Bournemouth,495,361,134,England,9,6,3,0,0,0,0,0,0,0,0,2,1,1,8,6,2,1,0,0.0,0.0,0.0,0.0,0.0,0,1.45,62,55,495,0,0.18,362,367,110,20,2496000
Jacob Murphy,27,2022/2023,Midfielder,Newcastle United,571,254,317,England,23,12,11,1,1,0,1,0,1,0,0,12,7,5,2,1,1,0,0,0.32,0.16,0.16,0.35,0.0,571,0.32,286,25,0,571,0.0,101,76,-1,12,1300000
Jacob Ramsey,21,2022/2023,Midfielder,Aston Villa,1437,613,824,England,21,10,11,2,2,0,2,2,0,0,0,5,2,3,23,9,14,4,0,0.25,0.13,0.13,0.29,0.0,719,1.44,62,68,359,719,0.25,124,98,-1,4,390000
Jadon Sancho,22,2022/2023,Forward,Manchester United,859,480,379,England,13,7,6,4,3,1,1,1,0,0,0,6,3,3,12,3,9,0,0,0.52,0.1,0.42,0.56,0.24,215,1.26,72,66,0,859,0.0,27,126,-1,3,18200000
Jaidon Anthony,23,2022/2023,Forward,AFC Bournemouth,824,357,467,England,19,9,10,3,2,1,0,0,0,0,0,3,2,1,19,6,13,1,0,0.33,0.0,0.33,0.5,0.19,275,2.08,43,43,824,0,0.11,40,265,-1,3,40000
Jakub Kiwior,22,2022/2023,Defender,Arsenal,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,2764667
Jamal Lascelles,29,2022/2023,Defender,Newcastle United,105,8,97,England,4,1,3,0,0,0,0,0,0,0,0,2,1,1,2,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0,1.71,53,26,35,0,2.57,-1,-1,-1,15,2080000
Jamal Lewis,25,2022/2023,Defender,Newcastle United,7,0,7,Northern Ireland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,12.86,7,7,0,0,0.0,-1,-1,-1,22,2000000
Jamal Lowe,28,2022/2023,Forward,AFC Bournemouth,10,10,0,Jamaica,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,0.0,-1,-1,-1,17,228800
James Furlong,20,2022/2023,Defender,Brighton & Hove Albion,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,962000
James Garner,21,2022/2023,Midfielder,Everton,136,71,65,England,6,3,3,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,1.32,68,23,136,0,0.66,-1,-1,-1,17,1560000
James Justin,24,2022/2023,Defender,Leicester City,1254,630,624,England,14,7,7,0,0,0,0,0,0,0,0,5,3,2,24,6,18,0,0,0.0,0.0,0.0,0.0,0.0,0,1.72,52,90,0,0,0.0,335,336,144,24,429000
James Maddison,26,2022/2023,Midfielder,Leicester City,1366,644,722,England,17,8,9,9,4,5,5,3,2,0,0,5,2,3,29,8,21,6,0,0.92,0.33,0.59,0.56,0.62,152,1.91,47,80,228,273,0.4,12,19,-1,1,5720000
